_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,contributors_browser,ent1_holder,ent2_holder,ent3_holder,ent4_holder,ent5_holder,ent6_holder,ent7_holder,utt_holder,utter_entity_1,utter_entity_2,utter_entity_3,utter_entity_4,utter_entity_5,utter_entity_6,utter_entity_7,utterance,contributors_browser_gold,ent1_holder_gold,ent2_holder_gold,ent3_holder_gold,ent4_holder_gold,ent5_holder_gold,ent6_holder_gold,ent7_holder_gold,entity_1,entity_2,entity_3,entity_4,entity_5,entity_6,intents,utt_holder_gold,utter_entity_1_gold,utter_entity_2_gold,utter_entity_3_gold,utter_entity_4_gold,utter_entity_5_gold,utter_entity_6_gold,utter_entity_7_gold,utterance_gold
2648808450,2/12/2020 14:46:01,5464311559,2/12/2020 14:40:59,false,clixsense,1,17327401,BIH,01,Sarajevo,92.36.150.225,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",,,,,,,,,03/01/2020,03/06/2020,,,,,,Must go to see my parents.,,,,,,,,,Start Date of Vacation,End of Date of Vacation,,,,,Request a vacation with specific details,,,,,,,,,
2648808450,2/12/2020 14:59:41,5464333351,2/12/2020 14:48:14,false,neodev,1,45215691,VEN,13,Barquisimeto,190.200.145.229,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:73.0) Gecko/20100101 Firefox/73.0,,,,,,,,,December 20,January 2,,,,,,Please make plans for traveling from december 20 until january 2,,,,,,,,,Start Date of Vacation,End of Date of Vacation,,,,,Request a vacation with specific details,,,,,,,,,
2648808450,2/12/2020 15:25:35,5464374930,2/12/2020 15:11:14,false,feca,1,45180756,VEN,17,Altagracia,201.209.157.27,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36",,,,,,,,,September 1st,October 1st,,,,,,"I need to schedule a long vacation, specificly a month, this is from September 1st to October 1st, to Hawai, and check in at Hilton Hotel.",,,,,,,,,Start Date of Vacation,End of Date of Vacation,,,,,Request a vacation with specific details,,,,,,,,,
2648808450,2/12/2020 15:28:10,5464379907,2/12/2020 15:10:56,false,neodev,1,44854755,VEN,15,El Limón,201.243.35.63,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.100 Safari/537.36",,,,,,,,,December 15th,December 25th,,,,,,I wish a pleasure holiday from December 15th to December 25th please,,,,,,,,,Start Date of Vacation,End of Date of Vacation,,,,,Request a vacation with specific details,,,,,,,,,
2648808450,2/12/2020 15:44:05,5464407654,2/12/2020 15:26:37,false,clixsense,1,45056272,UKR,12,Kiev,82.193.103.172,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36 OPR/66.0.3515.72",,,,,,,,,12 of January,12 of February,,,,,,Requesting a vacation starting on 12 of January and ending 12 of February,,,,,,,,,Start Date of Vacation,End of Date of Vacation,,,,,Request a vacation with specific details,,,,,,,,,
2648808450,2/12/2020 15:51:04,5464417316,2/12/2020 15:41:14,false,clixsense,1,43842317,PRT,17,Rio Tinto,89.154.144.169,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.100 Safari/537.36",,,,,,,,,june 10th,june 15th,,,,,,I want a vacation starting on june 10th and ending on june 15th,,,,,,,,,Start Date of Vacation,End of Date of Vacation,,,,,Request a vacation with specific details,,,,,,,,,
2648808450,2/12/2020 16:00:31,5464429074,2/12/2020 15:41:13,false,feca,1,45204515,VEN,19,Altagracia,190.207.85.197,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.100 Safari/537.36",,,,,,,,,02/15/2020,03/25/2020,,,,,,"hi , am soliciting a vacations of 02/15/2020 to 03/25/2020 , i need rest a little , thanks",,,,,,,,,Start Date of Vacation,End of Date of Vacation,,,,,Request a vacation with specific details,,,,,,,,,
2648808450,2/12/2020 16:35:35,5464504470,2/12/2020 16:27:20,false,neodev,1,44095272,VEN,25,Caracas,201.243.235.233,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36",,,,,,,,,june 01st,august 02nd,,,,,,I need to take my vacations to start on june 01st and end on august 02nd,,,,,,,,,Start Date of Vacation,End of Date of Vacation,,,,,Request a vacation with specific details,,,,,,,,,
2648808450,2/12/2020 17:01:15,5464564221,2/12/2020 16:44:13,false,feca,1,45493754,VEN,13,Barquisimeto,200.84.183.0,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",,,,,,,,,02 september,30 september,,,,,,I want my reglamentary vacation time from September 2 to 30 because I go on vacation to Disney with my family,,,,,,,,,Start Date of Vacation,End of Date of Vacation,,,,,Request a vacation with specific details,,,,,,,,,
2648808450,2/12/2020 17:12:53,5464589353,2/12/2020 16:49:42,false,neodev,1,43692556,VEN,17,Altagracia,186.93.69.112,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.100 Safari/537.36",,,,,,,,,july 20,august 15,,,,,,Requesting vacations from july 20 to august 15,,,,,,,,,Start Date of Vacation,End of Date of Vacation,,,,,Request a vacation with specific details,,,,,,,,,
2648808450,2/12/2020 17:14:55,5464592946,2/12/2020 17:11:29,false,feca,1,45540964,VEN,13,Barquisimeto,190.200.169.133,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.100 Safari/537.36",,,,,,,,,14/02/2020,5/03/2020,,,,,,I want to take vacations the day 14/02 to the 5/03,,,,,,,,,Start Date of Vacation,End of Date of Vacation,,,,,Request a vacation with specific details,,,,,,,,,
2648808450,2/12/2020 17:19:06,5464599660,2/12/2020 17:11:30,false,clixsense,1,42705218,BIH,01,Zenica,92.36.235.156,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",,,,,,,,,20/02/2020,28/02/2020,,,,,,i want to request a vacation from 20/02/2020 to 28/02/2020,,,,,,,,,Start Date of Vacation,End of Date of Vacation,,,,,Request a vacation with specific details,,,,,,,,,
2648808450,2/12/2020 17:23:54,5464607391,2/12/2020 17:10:09,false,feca,1,45184645,VEN,15,Agua Fria,190.77.32.238,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",,,,,,,,,january,march,,,,,,i need a vacation from january to march because i've been working endleesly without proper compensastion. or i quit,,,,,,,,,Start Date of Vacation,End of Date of Vacation,,,,,Request a vacation with specific details,,,,,,,,,
2648808450,2/12/2020 17:35:00,5464626860,2/12/2020 17:16:12,false,clixsense,1,45514232,VEN,25,Caracas,186.90.22.43,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.100 Safari/537.36",,,,,,,,,june 7th,june 15th,,,,,,"Hi, i want a vacation that starts on june 7th and end on june 15th.",,,,,,,,,Start Date of Vacation,End of Date of Vacation,,,,,Request a vacation with specific details,,,,,,,,,
2648808450,2/12/2020 17:36:15,5464629178,2/12/2020 17:11:58,false,feca,1,45186889,VEN,04,Maracay,190.206.36.8,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.100 Safari/537.36",,,,,,,,,May 31th,June 13th,,,,,,I need a vacation from May 31th to June 13th because I must visit my parents,,,,,,,,,Start Date of Vacation,End of Date of Vacation,,,,,Request a vacation with specific details,,,,,,,,,
2648808450,2/12/2020 17:48:51,5464654177,2/12/2020 17:44:17,false,feca,1,45161881,COL,34,Bogota,179.51.101.6,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",,,,,,,,,nov 10,nov 30,,,,,,your vacation from nov 10 to nov 30 was approved,,,,,,,,,Start Date of Vacation,End of Date of Vacation,,,,,Request a vacation with specific details,,,,,,,,,
2648808450,2/12/2020 18:05:38,5464692130,2/12/2020 17:40:36,false,neodev,1,44310195,VEN,25,Caracas,190.205.114.74,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",,,,,,,,,may 31th,july 31th,,,,,,I whis my vacations to return on july 31th,,,,,,,,,Start Date of Vacation,End of Date of Vacation,,,,,Request a vacation with specific details,,,,,,,,,
2648808450,2/12/2020 18:21:44,5464728498,2/12/2020 18:17:26,false,feca,1,45489600,USA,NY,New York,107.170.145.187,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",,,,,,,,,feb 12,feb 20,,,,,,i want to change my vacation from feb 12 to feb 20,,,,,,,,,Start Date of Vacation,End of Date of Vacation,,,,,Request a vacation with specific details,,,,,,,,,
2648808450,2/13/2020 05:58:34,5465778750,2/13/2020 05:45:37,false,clixsense,1,45376768,IND,19,Bengaluru,157.45.230.50,Mozilla/5.0 (Android 7.1.2; Mobile; rv:68.0) Gecko/68.0 Firefox/68.0,,,,,,,,,Feb 6th,Feb 10th,,,,,,Im requesting a vacation from Feb 6th to Feb 10th as my cousin is getting married,,,,,,,,,Start Date of Vacation,End of Date of Vacation,,,,,Request a vacation with specific details,,,,,,,,,
2648808450,2/13/2020 06:04:32,5465786374,2/13/2020 05:45:11,false,clixsense,1,12232491,IND,28,Kolkata,103.77.47.222,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36 OPR/66.0.3515.72",,,,,,,,,21st February,28th February,,,,,,I want a leave for going on a vacation from 21st February to 28th February.,,,,,,,,,Start Date of Vacation,End of Date of Vacation,,,,,Request a vacation with specific details,,,,,,,,,
2648808451,2/12/2020 14:46:01,5464311552,2/12/2020 14:40:59,false,clixsense,1.0,17327401,BIH,01,Sarajevo,92.36.150.225,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",,,,,,,,,03/01/2020,7,paid time off,family trip,,,,I need vacation for this period because trip with family.,,,,,,,,,Start Date of Vacation,Number of Vacation Days,"Vacation Type (Sick, Paid Time Off, Maternity Leave, Unpaid, etc.)",Reason for Vacation,,,Request a vacation with specific details,,,,,,,,,
